student_id,last_name,first_name,middle_name,program,year_enrolled,shs_name,status_passed_sf10
20241371,Ramos,Paolo,Gomez,BSN,2024,National Science High,no
20231372,Aguilar,Lucia,Fernando,BSCpE,2023,Eastern Standard High,no
20221373,Reyes,Marco,Laxamana,BSHRM,2022,Tech High School,yes
20251374,Mendoza,Ramon,Valdez,BSIS,2025,City Science HS,true
20231375,Navarro,Teresa,Kasilag,BSME,2023,Tech High School,passed
20231376,Torres,Julio,Laxamana,ACT,2023,Integrated School of Science,no
20231377,Navarro,Sofia,Pascual,BSME,2023,City Science HS,yes
20271378,Torres,Angelica,Dalisay,BSIT,2027,Provincial High,no
20251379,Santos,Paolo,Macapagal,BSIT,2025,National Science High,passed
20241380,Lim,Paolo,Bernardo,BSBAHRM,2024,Valley View Academy,no
20241381,Torres,Gabriel,Fernando,BSBAHRM,2024,City Science HS,no
20251382,Aquino,Luis,Salvador,BSCE,2025,National Science High,passed
20231383,Gonzalez,Diego,Alonzo,BSBAMkg,2023,Valley View Academy,1
20241384,Del Rosario,Sofia,Dalisay,BSHRM,2024,Tech High School,1
20251385,De Leon,Carla,Kasilag,BSCS,2025,Rizal Memorial,no
20261386,Reyes,Carlos,Navarro,BSN,2026,Tech High School,no
20261387,Lim,Rosa,Salvador,BSCS,2026,Pioneer Academy,1
20241388,Aguilar,Anna,Navarro,BSCpE,2024,Tech High School,passed
20261389,Villanueva,Pedro,Fernando,BSA,2026,Rizal Memorial,0
20261390,Mercado,Ramon,Jacinto,ABComm,2026,Rizal Memorial,0
20271391,Del Rosario,Miguel,Macapagal,BSCpE,2027,National Science High,0
20251392,Cruz,Mateo,Salvador,ACT,2025,Mabini High,no
20261393,Santos,Angelica,Laxamana,ABComm,2026,Tech High School,yes
20221394,Santos,Jose,Dalisay,BSEEd,2022,Provincial High,passed
20251395,Perez,Ramon,Bernardo,BSEEd,2025,Provincial High,true
20261396,Santos,Enrique,Tolentino,ACT,2026,Mabini High,no
20231397,Santos,Julio,Macapagal,BSHRM,2023,Valley View Academy,0
20221398,Reyes,Paolo,Bernardo,BSN,2022,Integrated School of Science,false
20241399,Navarro,Marco,Salvador,BSME,2024,National Science High,no
20261400,Navarro,Maria,Pascual,BSA,2026,Integrated School of Science,passed
20241401,Gonzalez,Paolo,Macapagal,BSCpE,2024,Integrated School of Science,1
20251402,Tan,Mateo,Valdez,BSHRM,2025,Eastern Standard High,yes
20271403,Cruz,Ramon,Fernando,BSA,2027,Valley View Academy,yes
20241404,Del Rosario,Lucia,Tolentino,BSCpE,2024,Tech High School,0
20261405,Gomez,Teresa,Ocampo,BSCpE,2026,National Science High,0
20251406,Bautista,Paolo,Salvador,BSSE,2025,City Science HS,yes
20241407,Gonzalez,Teresa,Gomez,BSA,2024,Integrated School of Science,yes
20261408,Ramos,Diana,Ocampo,BSCE,2026,Tech High School,false
20261409,Cruz,Maria,Clemente,BSCpE,2026,National Science High,passed
20251410,Reyes,Marco,Reyes,BSEE,2025,Integrated School of Science,true
20271411,Gomez,Mateo,Fernando,BSCE,2027,National Science High,0
20231412,Castro,Sofia,Gomez,BSME,2023,Integrated School of Science,yes
20241413,Santos,Marco,Reyes,BSCpE,2024,Mabini High,yes
20221414,Perez,Teresa,Tolentino,ACT,2022,City Science HS,true
20261415,Santos,Marco,Reyes,BSEd,2026,Integrated School of Science,1
20231416,Aguilar,Sofia,Tolentino,BSCS,2023,Provincial High,no
20261417,Reyes,Carla,Gomez,BSN,2026,National Science High,false
20231418,Torres,Mateo,Macapagal,BSA,2023,Integrated School of Science,true
20231419,Del Rosario,Sofia,Navarro,BSCE,2023,Tech High School,no
20261420,Gomez,Carla,Clemente,BSEE,2026,National Science High,passed
20251421,Villanueva,Jose,Laxamana,BSA,2025,Mabini High,yes
20271422,Aquino,Rosa,Pascual,BSBAHRM,2027,National Science High,no
20271423,Reyes,Marco,Tolentino,BSHRM,2027,Mabini High,0
20241424,Mercado,Rosa,Dalisay,BSSE,2024,Metro Manila High,1
20251425,Aguilar,Diana,Evangelista,BSBAMkg,2025,Tech High School,no
20271426,Castro,Luis,Laxamana,BSCE,2027,Eastern Standard High,true
20231427,Sy,Julio,Reyes,BSBAMkg,2023,National Science High,no
20261428,Aguilar,Diego,Bernardo,BSEE,2026,Provincial High,yes
20231429,Gomez,Bea,Laxamana,BSCE,2023,Tech High School,no
20241430,Perez,Gabriel,Kasilag,BSEd,2024,Valley View Academy,no
20261431,Del Rosario,Diego,Reyes,BSN,2026,Rizal Memorial,true
20251432,De Leon,Diego,Valdez,BSHRM,2025,Tech High School,no
20261433,Cruz,Mateo,Dalisay,BSBAHRM,2026,Mabini High,yes
20231434,Torres,Carlos,Pascual,BSIT,2023,St. Jude Academy,true
20271435,Aquino,Elena,Valdez,BSIT,2027,Integrated School of Science,yes
20221436,Torres,Julio,Jacinto,BSEEd,2022,Tech High School,no
20231437,Gonzalez,Anna,Clemente,BSEEd,2023,Valley View Academy,1
20241438,Mendoza,Rosa,Zaragoza,ABComm,2024,Eastern Standard High,1
20221439,Perez,Angelica,Laxamana,BSSE,2022,National Science High,0
20241440,Ramos,Carlos,Quizon,BSCpE,2024,Pioneer Academy,0
20261441,Navarro,Sofia,Fernando,BSME,2026,Mabini High,false
20271442,Tan,Paolo,Hernandez,BSIS,2027,Metro Manila High,passed
20251443,Del Rosario,Maria,Kasilag,BSME,2025,Valley View Academy,yes
20271444,Tan,Luis,Hernandez,BSSE,2027,City Science HS,1
20261445,Cruz,Juan,Pascual,BSN,2026,Rizal Memorial,false
20261446,Perez,Bea,Pascual,BSEE,2026,Rizal Memorial,passed
20271447,Garcia,Mateo,Valdez,BSCE,2027,Rizal Memorial,true
20261448,Tan,Angelica,Reyes,BSEd,2026,National Science High,passed
20261449,Mendoza,Diego,Navarro,BSBAMkg,2026,Tech High School,0
20231450,De Leon,Sofia,Clemente,BSEEd,2023,Provincial High,true
20221451,Gonzalez,Angelica,Bernardo,BSME,2022,Valley View Academy,no
20231452,Navarro,Diego,Zaragoza,BSEEd,2023,Mabini High,false
20271453,Santos,Juan,Fernando,ABComm,2027,Mabini High,false
20221454,Del Rosario,Gabriel,Ocampo,ACT,2022,St. Jude Academy,0
20261455,Reyes,Miguel,Gomez,BSHRM,2026,Eastern Standard High,0
20251456,Mercado,Carla,Evangelista,BSIS,2025,Mabini High,true
20241457,Garcia,Elena,Ocampo,ABComm,2024,Provincial High,0
20231458,Aguilar,Elena,Dalisay,BSEE,2023,Eastern Standard High,0
20261459,Garcia,Diana,Ignacio,BSIS,2026,Metro Manila High,1
20261460,Aguilar,Diego,Ignacio,BSA,2026,Valley View Academy,yes
20221461,Aquino,Paolo,Reyes,BSN,2022,National Science High,passed
20231462,Aquino,Angelica,Ocampo,ABComm,2023,Metro Manila High,false
20271463,Reyes,Carlos,Jacinto,BSCE,2027,Valley View Academy,true
20231464,Villanueva,Luis,Kasilag,BSCE,2023,Rizal Memorial,no
20261465,Reyes,Luis,Jacinto,BSEEd,2026,Rizal Memorial,no
20231466,Gomez,Rosa,Ignacio,BSME,2023,St. Jude Academy,false
20251467,Perez,Paolo,Reyes,ABComm,2025,Provincial High,0
20231468,Gomez,Lucia,Clemente,BSCS,2023,Provincial High,passed
20271469,Perez,Pedro,Fernando,BSN,2027,National Science High,no
20261470,Sy,Paolo,Ignacio,BSEEd,2026,Tech High School,0
20261471,De Leon,Carlos,Kasilag,BSA,2026,City Science HS,passed
20221472,Aquino,Jose,Gomez,ABComm,2022,Provincial High,false
20251473,Sy,Paolo,Laxamana,BSBAMkg,2025,National Science High,false
20261474,Mendoza,Jose,Evangelista,BSSE,2026,Pioneer Academy,false
20251475,Bautista,Julio,Kasilag,BSBAHRM,2025,Tech High School,0
20271476,Mercado,Diego,Ignacio,BSSE,2027,Rizal Memorial,false
20261477,Ramos,Carlos,Macapagal,ACT,2026,Integrated School of Science,passed
20271478,Aguilar,Angelica,Ignacio,BSN,2027,Tech High School,1
20261479,Santos,Jose,Pascual,BSIT,2026,Metro Manila High,yes
20221480,Castro,Teresa,Laxamana,BSHRM,2022,Valley View Academy,1
20241481,Cruz,Enrique,Navarro,BSEEd,2024,Rizal Memorial,passed
20221482,Mercado,Anna,Salvador,BSHRM,2022,Integrated School of Science,no
20241483,Reyes,Diana,Macapagal,BSIT,2024,Pioneer Academy,yes
20271484,Tan,Jose,Laxamana,BSBAMkg,2027,Rizal Memorial,1
20231485,Mendoza,Elena,Laxamana,BSBAMkg,2023,Mabini High,yes
20271486,Navarro,Bea,Evangelista,BSHRM,2027,Integrated School of Science,no
20231487,Navarro,Enrique,Bernardo,ACT,2023,City Science HS,no
20221488,Mercado,Luis,Laxamana,BSA,2022,Valley View Academy,true
20231489,Santos,Maria,Fernando,BSBAMkg,2023,City Science HS,true
20251490,Torres,Maria,Tolentino,BSCE,2025,Valley View Academy,yes
20271491,Castro,Teresa,Jacinto,BSBAMkg,2027,Metro Manila High,false
20261492,Navarro,Teresa,Reyes,BSBAHRM,2026,Valley View Academy,passed
20271493,Cruz,Diana,Navarro,BSEE,2027,Mabini High,passed
20251494,Bautista,Paolo,Ignacio,BSIS,2025,National Science High,no
20231495,Aguilar,Sofia,Reyes,BSN,2023,Integrated School of Science,no
20231496,Gomez,Marco,Jacinto,BSBAMkg,2023,National Science High,passed
20241497,Mercado,Elena,Laxamana,BSIT,2024,Metro Manila High,yes
20261498,Lim,Sofia,Kasilag,BSHRM,2026,National Science High,0
20271499,Gonzalez,Marco,Ocampo,BSSE,2027,Integrated School of Science,true
